Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,ВКонтакте,WhatsApp,Telegram,YouTube,Широта,Долгота,2GIS URL,Тип
Красная горкa,водомат,Питьевая вода,"улица Чапаева, 26",,450520,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com/,,,https://vk.com/vodakrasnayagorka,,,,54.609375,55.842686,https://2gis.com/firm/70000001030726055,branch
Красная горкa,водомат,Питьевая вода,"Свободы, 5а",,450061,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.2,6,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.809964,56.099578,https://2gis.com/firm/70000001057375600,branch
Vodorobot,,Питьевая вода,"Ферина, 19/1",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.781204,56.132594,https://2gis.com/firm/70000001096090142,branch
Водовозофф,водомат,Питьевая вода,"Центральная, 164/1а",,450522,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.627145,55.916307,https://2gis.com/firm/70000001028679694,branch
Чистая вода,водомат,Питьевая вода,"Кольцевая, 203 к1",,450068,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,6,89371557774 (единый номер: пн-вс 9:00-21:00 ),,http://водаудома.рф,,,https://vk.com/club150356557,https://wa.me/79371557774,,,54.81388,56.131018,https://2gis.com/firm/70000001037276731,branch
Vodorobot,,Питьевая вода,"Ферина, 8",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.1,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.78439,56.130644,https://2gis.com/firm/70000001044013902,branch
Красная горкa,водомат,Питьевая вода,"40 лет Октября, 7а",,450061,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.9,4,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.814059,56.09388,https://2gis.com/firm/70000001051410370,branch
Красная горкa,водомат,Питьевая вода,,,450112,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.823989,56.074069,https://2gis.com/firm/70000001088114893,branch
Живая вода,водомат,Питьевая вода,"Авиаторов, 1а",,450522,СНТ Тихие зори,,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89191468189 (техническая поддержка),,,,,,,,,54.631399,55.889893,https://2gis.com/firm/70000001100559617,branch
Красная горкa,водомат,Питьевая вода,,,450112,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.825109,56.072574,https://2gis.com/firm/70000001088096688,branch
Красная горкa,водомат,Питьевая вода,"Лётчика Кобелева, 3Б",,450043,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,,+05:00,1.1,5,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.779033,56.135852,https://2gis.com/firm/70000001049856377,branch
Третий кран,водомат,Питьевая вода,"Вологодская, 23",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,1,89870169455 (техническая поддержка),,http://3voda.ru,http://3kran.ru,,https://vk.com/3voda,,,https://youtube.com/channel/UCUsYs_b9OlePn7LJLmX39wA,54.812503,56.128825,https://2gis.com/firm/70000001082523179,branch
Vodorobot,,Питьевая вода,"Интернациональная, 131",,450038,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.3,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.80524,56.109008,https://2gis.com/firm/70000001055995071,branch
Красная горкa,водомат,Питьевая вода,"Сельская Богородская, 29 к1",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.787774,56.129054,https://2gis.com/firm/70000001057375166,branch
Красная горкa,водомат,Питьевая вода,,,450043,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.777602,56.137758,https://2gis.com/firm/70000001100679668,branch
Живая вода,водомат,Питьевая вода,"Кольцевая, 53/2",1 этаж,450112,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.7,3,89373003764 (единая справочная: круглосуточно),,,,,,,,,54.823777,56.077641,https://2gis.com/firm/70000001069179000,branch
Живая Вода,​пункт продажи воды,Питьевая вода,"Рассветная, 62/1",справа от входа в магазина Байрам,450902,Федоровка с.,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89053559988 (техническая поддержка),,http://alivewater.ru,,,,https://wa.me/79053559988,,,54.690946,56.136823,https://2gis.com/firm/70000001097439669,branch
Красная горкa,водомат,Питьевая вода,"Ферина, 3Б",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.1,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.785937,56.132101,https://2gis.com/firm/70000001041607618,branch
Красная горка,водомат,Питьевая вода,,,450038,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://краснаягоркавода.рф,,,https://vk.com/vodakrasnayagorka,,,,54.811343,56.103267,https://2gis.com/firm/70000001089044994,branch
Красная горкa,водомат,Питьевая вода,"бульвар Баландина, 4/1а",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.781591,56.137046,https://2gis.com/firm/70000001026994077,branch
Красная горкa,водомат,Питьевая вода,"Кольцевая, 65/1а",с обратной стороны здания,450112,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,3,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.82175,56.084928,https://2gis.com/firm/70000001041199664,branch
Vodorobot,,Питьевая вода,"бульвар Баландина, 2а",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.8,2,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.781399,56.13739,https://2gis.com/firm/70000001050145226,branch
Vodorobot,,Питьевая вода,"Ульяновых, 52",1 этаж,450112,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,4.0,4,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.823663,56.081281,https://2gis.com/firm/70000001060383194,branch
Альянс-групп,пункт налива воды,Питьевая вода,"Трактовая, 2/2а",,450512,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,,,,,,,,,,54.810157,55.811835,https://2gis.com/firm/70000001037468175,branch
Живая вода,водомат,Питьевая вода,,,450080,Зелёная роща м-н,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373003764 (единая справочная: круглосуточно),,,,,,,,,54.726475,56.009782,https://2gis.com/firm/70000001088947815,branch
Красная горкa,водомат,Питьевая вода,"Трудовая, 25/1",,450018,,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.708226,55.947827,https://2gis.com/firm/70000001057375337,branch
Красная горкa,водомат,Питьевая вода,"Трудовая, 25а к1",,450018,,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.707689,55.947817,https://2gis.com/firm/70000001057382403,branch
Красная горкa,водомат,Питьевая вода,"Северная, 2/1а",,450097,,Советский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,,+05:00,3.1,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.738764,56.000189,https://2gis.com/firm/70000001042784311,branch
Красная горкa,водомат,Питьевая вода,,,450019,Нижегородка м-н,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.741016,55.898171,https://2gis.com/firm/70000001091281027,branch
Водалей,водомат,Питьевая вода,,,450103,Урал м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.0,3,89174958119 (техническая поддержка: пн-вс 9:00-22:00),,,,,,https://wa.me/79174958119,,,54.701487,55.979662,https://2gis.com/firm/70000001078620824,branch
Водомир,водомат,Питьевая вода,"Генерала Горбатова, 3/2",,450022,Зелёная роща м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89272360157,,http://vodomir.su,,,,,,,54.719118,56.010116,https://2gis.com/firm/70000001066979933,branch
Вода,водомат,Питьевая вода,"Степана Кувыкина, 14/7",,450092,Зелёная роща м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,"Пн: 10:00-14:00, 14:45-21:00; Вт: 10:00-14:00, 14:45-21:00; Ср: 10:00-14:00, 14:45-21:00; Чт: 10:00-14:00, 14:45-21:00; Пт: 10:00-14:00, 14:45-21:00; Сб: 10:00-14:00, 14:45-21:00; Вс: 10:00-14:00, 14:45-21:00",+05:00,5.0,5,,,,,,,,,,54.705608,55.998827,https://2gis.com/firm/70000001074988886,branch
Живая вода,водомат,Питьевая вода,"Булата Имашева, 4",,450062,Кузнецовский затон м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,,+05:00,,,,,,,,,,,,54.691674,55.96882,https://2gis.com/firm/70000001086797528,branch
Красная горкa,водомат,Питьевая вода,,,450061,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com/,,,https://vk.com/vodakrasnayagorka,,,,54.812939,56.102037,https://2gis.com/firm/70000001081527923,branch
Красноусольская премиум,,Питьевая вода,,,450112,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,"89177700180 (горячая линия: пн-пт 9:00-18:00; сб, вс 10:00-17:00)",83472163307 (служба доставки: пн-пт 8:30-20:00),http://красноусольскаяпремиум.рф,,,https://vk.com/zhvoda_ufa,,,,54.823261,56.08324,https://2gis.com/firm/70000001089432012,branch
Красная горкa,водомат,Питьевая вода,"Валерия Лесунова, 8а к1",,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.1,2,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.78372,56.13671,https://2gis.com/firm/70000001026998596,branch
Vodorobot,,Питьевая вода,"Карима Хакимова, 8",1 этаж,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.802482,56.117701,https://2gis.com/firm/70000001055965746,branch
Чистая питьевая вода,водомат,Питьевая вода,,,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,1,,,,,,,,,,54.783545,56.137217,https://2gis.com/firm/70000001079194016,branch
Красная горкa,водомат,Питьевая вода,"Авроры, 5 к1",,450092,Белореченский м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.696314,56.005605,https://2gis.com/firm/70000001053119528,branch
Vodorobot,,Питьевая вода,"Орджоникидзе, 6",1 этаж,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.4,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.804415,56.116793,https://2gis.com/firm/70000001051315671,branch
Vodorobot,,Питьевая вода,"Интернациональная, 155",1 этаж,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.4,3,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.800962,56.120793,https://2gis.com/firm/70000001045278142,branch
Чистая питьевая вода,водомат,Питьевая вода,,,450039,Инорс м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,,,,,,,,,,54.787445,56.135171,https://2gis.com/firm/70000001079193999,branch
Урал-Аква-Уфа,,Питьевая вода,"Российская, 169/1 к2",,450098,Глумилино м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,,,,,,,,,,54.767812,56.032568,https://2gis.com/firm/70000001057791849,branch
Красная горкa,водомат,Питьевая вода,"Коммунаров, 3",,450038,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.809053,56.111136,https://2gis.com/firm/70000001087622697,branch
Красная горкa,водомат,Питьевая вода,"Советская, 4 к1",,450512,,,,Уфимский район,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.7,3,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.810264,55.807777,https://2gis.com/firm/70000001028304074,branch
Живая вода,водомат,Питьевая вода,"Ивана Франко, 10",1 этаж,450038,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.0,1,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.813111,56.105671,https://2gis.com/firm/70000001034460887,branch
Живая вода,водомат,Питьевая вода,"проспект Дружбы Народов, 59/1",,450017,,Ленинский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89876122138 (техническая поддержка: круглосуточно),,http://alivewater.ru,,,https://vk.com/alivewater_ru,https://wa.me/79876122138,,,54.771289,55.89923,https://2gis.com/firm/70000001067262188,branch
Третий кран,водомат,Питьевая вода,"Энтузиастов, 15а",,450098,Планета м-н,Октябрьский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,3.6,2,88003338359 (единый номер: пн-пт 9:00-18:00),,http://3voda.ru,http://3kran.ru,,https://vk.com/3voda,,,https://youtube.com/channel/UCUsYs_b9OlePn7LJLmX39wA,54.759953,56.033866,https://2gis.com/firm/70000001063980829,branch
Vodorobot,,Питьевая вода,"Интернациональная, 165/1",,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,5.0,1,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.800665,56.125153,https://2gis.com/firm/70000001089461849,branch
Красная горкa,водомат,Питьевая вода,,,450038,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.0,1,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.810926,56.111862,https://2gis.com/firm/70000001089468041,branch
Vodorobot,,Питьевая вода,"Александра Невского, 34",,450032,Черниковка м-н,Орджоникидзевский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,88001000123,,http://vodorobot.ru,,,https://vk.com/vodorobots,,,,54.817534,56.102932,https://2gis.com/firm/70000001094477397,branch
Живая вода,водомат,Питьевая вода,"Бородинская, 24",,450062,Кузнецовский затон м-н,Кировский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89177837466,,http://alivewater.ru,,,,,,,54.683363,55.981691,https://2gis.com/firm/70000001065101473,branch
Водомир,водомат,Питьевая вода,"Черниковская, 51",,450063,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,1.2,3,89272360157,,http://vodomir.su,,,,,,,54.80791,56.118299,https://2gis.com/firm/70000001031560612,branch
Красная горкa,водомат,Питьевая вода,,,450068,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,,,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.800688,56.127597,https://2gis.com/firm/70000001058910618,branch
Красная горкa,водомат,Питьевая вода,"Черниковская, 69Б",,450063,Черниковка м-н,Калининский район,Уфа,Уфа городской округ,Республика Башкортостан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+05:00,2.1,4,89373416177 (единый номер: пн-вс 8:00-21:00),,http://ufa.zakazvoda.com,,,https://vk.com/vodakrasnayagorka,,,,54.806531,56.12055,https://2gis.com/firm/70000001033322472,branch
